serverId,user1,user2,user3,user4,rsType,timeStamp,queue
ff3b36757ea8b5e6,cacad6a25391ef0b,9b46dfd07b46e58f,817e856f33b75050,"",11.5,1713214965,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,817e856f33b75050,dcdb61743dc1e37e,"",11.5,1713216757,0
ff3b36757ea8b5e6,3b169e7b58504016,9a9fb7690848b753,cacad6a25391ef0b,"",9.5,1713218682,0
ff3b36757ea8b5e6,81c70692ac7c5fdb,cacad6a25391ef0b,d545068c03a69e3f,"",11.5,1713220025,0
ff3b36757ea8b5e6,47f2a3d283f41061,9a9fb7690848b753,2003878bd1086217,"",9.5,1713220854,0
ff3b36757ea8b5e6,cacad6a25391ef0b,9a9fb7690848b753,2003878bd1086217,"",9.5,1713221070,0
ff3b36757ea8b5e6,bc4ca771d95c6473,d545068c03a69e3f,551c6a3a81d5eb56,"",11.5,1713221865,0
ff3b36757ea8b5e6,cacad6a25391ef0b,d545068c03a69e3f,817e856f33b75050,"",11.5,1713222639,0
ff3b36757ea8b5e6,0bb6b067319dd98a,691ff9b8c436a373,dfe9de9fe81a7848,"",11.5,1713225614,0
ff3b36757ea8b5e6,380f8bf4ebac7482,d545068c03a69e3f,dd88ece1afdff4fb,"",9.5,1713226141,0
ff3b36757ea8b5e6,a979ba1f2f91724d,68502e1aaa270508,cd589696fbebfae6,"",9.5,1713227561,0
ff3b36757ea8b5e6,380f8bf4ebac7482,4c4d5c01c43904a7,a979ba1f2f91724d,"",11.5,1713229288,0
ff3b36757ea8b5e6,f83ac39edb3a9592,47f2a3d283f41061,0bb6b067319dd98a,"",9.5,1713229683,0
e8d9342910654a8e,09d0d4d10673b99c,755812802dcc0e15,8dc0a5cf66847fea,"",7.5,1713231872,0
e8d9342910654a8e,755812802dcc0e15,8dc0a5cf66847fea,09d0d4d10673b99c,"",7.5,1713232547,0
ff3b36757ea8b5e6,f83ac39edb3a9592,f28ca8fdea9f2996,061c74373b6f7125,"",11.5,1713233847,0
ff3b36757ea8b5e6,5a0fd524334c523b,00dccda3133736b3,169401abecc89bb8,"",9.5,1713237025,0
ff3b36757ea8b5e6,11de803b6629a3c5,9b46dfd07b46e58f,00dccda3133736b3,"",11.5,1713238371,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,00dccda3133736b3,169401abecc89bb8,"",11.5,1713240267,0
ff3b36757ea8b5e6,00dccda3133736b3,061c74373b6f7125,9b46dfd07b46e58f,"",11.5,1713244378,0
ff3b36757ea8b5e6,9b46dfd07b46e58f,061c74373b6f7125,00dccda3133736b3,"",11.5,1713245204,0
